lon,lat
-94.62678729999999,39.11553139999999
-82.3940104,34.85261759999999
-77.0469214,38.8048355
-87.6297982,41.8781136
-87.6358546,39.97531439999999
-76.8867008,40.2731911
-74.2326478,40.7706187
-73.8648268,40.8447819
-88.0398912,30.6953657
-82.44515400000002,38.4192496
-89.2167501,37.7272727
-73.90911969999999,40.7002434
-86.158068,39.768403
-86.158068,39.768403
-74.0059728,40.7127753
-75.1652215,39.9525839
-71.4128343,41.8239891
-74.0431435,40.7177545
-80.3414693,33.9204354
-76.6121893,39.2903848
-72.3074326,18.594395
-82.0453664,26.9297836
-77.4360481,37.5407246
-79.9958864,40.44062479999999
-94.75052409999999,39.1428654
-118.1445155,34.1477849
-83.0457538,42.331427
-87.6816927,38.7292137
-97.6699996,29.8849441
-81.65565099999999,30.3321838
-77.40192669999999,37.2279279
-94.5785667,39.0997265
-78.3947359,40.5186809
-89.2059111,37.2136615
-122.6783853,45.515232
-90.0715323,29.95106579999999
-73.4153975,40.8884315
-92.40830220000001,41.01602930000001
-85.7073277,32.4307809
-104.990251,39.7392358
-119.7871247,36.7377981
-73.9441579,40.6781784
-95.3698028,29.7604267
-84.1916069,39.7589478
-74.4073736,40.6337136
-84.15574099999999,31.5785074
-76.34522179999999,37.0298687
-84.3879824,33.7489954
-82.0105148,33.4734978
-77.09098089999999,38.8816208
-88.5561272,30.3657552
-93.6249593,41.5868353
-90.19940419999999,38.6270025
-84.0043513,34.1206564
-90.392888,36.7569994
-94.51328099999999,37.08422710000001
-80.8431267,35.2270869
-80.8556476,33.4918203
-71.0588801,42.3600825
-121.556359,39.5137752
-75.3151772,40.0230237
-87.5294871,41.6155909
-79.8922712,40.3247918
-81.6943605,41.49932
-90.1506465,38.624514
-77.8868117,34.2103894
-90.71953479999999,29.5957696
-93.2650108,44.977753
-96.1363921,35.335649600000004
-118.2436849,34.0522342
-73.7889689,40.702677
-87.75811879999999,42.1350268
-122.3320708,47.6062095
-86.10862279999999,41.9842123
-84.9877094,32.4609764
-111.6559352,33.3089787
-96.53665799999999,33.7556593
-74.2090053,40.8259007
-78.87835849999999,35.0526641
-81.18730049999999,35.262082
-91.28422119999999,33.3314091
-83.4482529,39.8864493
-73.1894384,41.1792258
-85.7584557,38.2526647
-77.0368707,38.9071923
-80.3958828,37.1431853
-73.8642613,40.7449859
-85.7077266,32.430237
-76.28587259999999,36.8507689
-88.48809899999999,33.9842768
-80.244216,36.09985959999999
-76.727745,39.9625984
-86.8103567,33.5185892
-73.6314587,45.491869
-75.1196199,39.9259463
-85.8553031,42.5291989
-94.1265562,30.080174
-78.6381787,35.7795897
-77.5955331,36.427096
-118.4911912,34.0194543
-90.0489801,35.1495343
-90.1842764,38.8906038
-92.00319549999999,34.2284312
-79.9414266,37.2709704
-75.46714229999999,39.5717796
-95.9877339,30.0932737
-80.69396429999999,40.88839309999999
-122.4194155,37.7749295
-78.187781,38.1373577
-92.28959479999999,34.7464809
-78.7625185,39.6528654
-72.656747,44.151202
-90.5776367,41.5236437
-74.15987249999999,40.8223168
-72.9278835,41.308274
-77.7147153,39.1367717
-92.76404289999999,32.7718133
